sku,barcode,slug,title,description,category,categories,originalPrice,price,discount,stock,status,isCombination,image,tag,variants,show,commission
SHHS420063,,men-s-half-sleeve-cotton-shirt-pastel-floral-printed,Men's Half Sleeve Cotton Shirt – Pastel Floral Printed,Base color is soft white with printed abstract floral patterns in light blue and light pink—creating a pastel blend ideal for summer or casual daywear.,42 cm / XL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 42 cm / XL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751106556/product/42sizehalfshirt.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS420063"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751106556/product/42sizehalfshirt.png""}",,
SHFS400066,,o-century-men-s-deep-red-festive-cotton-shirt-luxe-butta-weave-subtle-shine,"O'Century Men's Deep Red Festive Cotton Shirt – Luxe Butta Weave, Subtle Shine","Discover the O'Century Men's Deep Red LuxeFest Cotton Shirt. Crafted from 100% premium cotton with a subtle sheen or optional butta weave, it's perfect for weddings, Diwali, and festive occasions. Features full sleeves, refined tailoring, and pearlescent buttons for elevated style.",40 cm / L - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 40 cm / L - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751105867/product/40-46%283%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS400066"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751105867/product/40-46%283%29.png""}",,
SHFS440070,,men-s-deep-red-cotton-shirt-festive-elegance-edition,Men's Deep Red Cotton Shirt – Festive Elegance Edition,"Woven from pure, breathable cotton, this full sleeve shirt embraces minimalism with its plain pattern while radiating festivity through its rich red tone. Designed for comfort and charm, it features a tailored silhouette, contrast buttons, and subtle sheen—perfect for evening gatherings, weddings, and cultural events. Pair it with ethnic trousers or modern chinos for an effortlessly stylish festive ensemble.",44 cm  / XXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 44 cm  / XXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751105867/product/40-46%283%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS440070"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751105867/product/40-46%283%29.png""}",,
SHFS460055,,o-century-men-s-deep-red-full-sleeve-cotton-shirt-plain-pattern,O'Century Men's Deep Red Full Sleeve Cotton Shirt – Plain Pattern,"Elevate your wardrobe with this deep red shirt, designed for confidence and versatility. Featuring a clean, plain pattern, classic collar, and crisp full-length sleeves, it's ideal for both formal and smart-casual occasions. Contrasting white buttons add a refined touch, blending subtle detailing with all-day comfort.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751105867/product/40-46%283%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460055"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751105867/product/40-46%283%29.png""}",,
SHFS460054,,men-s-mint-green-micro-check-cotton-shirt-full-sleeves-tailored-formal-fit,"Men’s Mint Green Micro-Check Cotton Shirt – Full Sleeves, Tailored Formal Fit","Impeccably crafted for the discerning gentleman, this mint green formal shirt features a refined micro-check pattern in soft white, lending a contemporary polish to a classic design. Finished with O’Century’s distinct fold and pristine branding, this piece brings subtle texture and confident elegance to modern workwear.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460054"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png""}",,
SHFS440069,,mint-green-micro-check-cotton-shirt-for-men-full-sleeves-casual-fit,"Mint Green Micro Check Cotton Shirt for Men – Full Sleeves, Casual Fit","Mint green full sleeve shirt, crafted from premium cotton and detailed with a subtle micro-check pattern. Clean white lines intersect across a soft green base, creating a refined look with a modern edge. Cut in a casual yet tailored silhouette, Breathable, lightweight, and finished with O’Century’s signature fold, it’s your go-to pick for laid-back weekends or sharp casual outings.",44 cm  / XXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 44 cm  / XXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS440069"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png""}",,
SHFS420076,,mint-green-checkered-cotton-full-sleeve-casual-shirt-for-men,Mint Green Checkered Cotton Full Sleeve Casual Shirt for Men,"Step into understated elegance with this mint green full sleeve shirt, tailored in soft 100% cotton. The shirt showcases a micro checkered pattern in white, offering a fresh twist on the classic check while maintaining a polished vibe, it’s ideal for casual Fridays or smart weekend outings.",42 cm / XL  - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 42 cm / XL  - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS420076"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png""}",,
SHFS400065,,light-green-checkered-cotton-full-sleeve-shirt-for-men,Light Green Checkered Cotton Full Sleeve Shirt for Men,"The shirt features a checkered pattern formed by subtle white lines crisscrossing the fabric, adding a clean yet stylish texture, a tailored finish—perfect for both casual and semi-formal wear.",40 cm / L - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 40 cm / L - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS400065"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751105111/product/40-46%282%29.png""}",,
SHFS460053,,light-pink-men-s-shirt-classic-full-sleeves-in-pure-cotton,Light Pink Men’s Shirt – Classic Full Sleeves in Pure Cotton,"Refresh your formal edit with this light pink shirt from O’Century—a study in minimalism and finesse. Crafted from ultra-soft 100% cotton, its breathable plain weave delivers a smooth, polished finish with zero visual clutter. The full sleeves and classic collar offer timeless structure, while the tailored silhouette ensures a flattering yet comfortable fit. Designed to transition effortlessly from boardroom sharp to weekend smart, this shirt is a refined staple every modern man needs.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751104333/product/40-46%281%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460053"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751104333/product/40-46%281%29.png""}",,
SHFS440068,,o-century-light-pink-men-s-shirt-full-sleeves-classic-collar-pure-cotton-elegance,"O'Century Light Pink Men’s Shirt – Full Sleeves, Classic Collar, Pure Cotton Elegance","Discover timeless style with this light pink full-sleeve cotton shirt for men by O'Century. Crafted from breathable 100% cotton, it features a classic collar and sleek button-down design for formal and smart-casual wear. A perfect wardrobe essential for the modern Indian gentleman.





",44 cm  / XXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 44 cm  / XXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751104333/product/40-46%281%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS440068"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751104333/product/40-46%281%29.png""}",,
SHFS400064,,o-century-light-pink-plain-full-sleeve-men-s-shirt,O'Century Light Pink Plain Full Sleeve Men's Shirt,"Light pink men's shirt by O'Century offers both comfort and timeless elegance. Featuring full sleeves, a classic collar, and a clean button-down design, it's perfect for both formal and semi-casual wear. The fabric is smooth and untextured, giving it a plain, refined look. Presented neatly folded, this shirt is a versatile wardrobe essential.",40 cm / L - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 40 cm / L - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751104333/product/40-46%281%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS400064"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751104333/product/40-46%281%29.png""}",,
SHFS460052,,black-excellence-full-sleeve-men-s-shirt-with-lined-weave,Black Excellence: Full Sleeve Men’s Shirt with Lined Weave,"Signature Black Shirt for Men by O’Century cut in a tailored classic fit, this shirt is rendered in 100% premium cotton, showcasing a rich lined weave that subtly breaks the monochrome with texture and movement. Contrasting white buttons lend modern edge to the deep black canvas, while the soft structure ensures breathable comfort all day long.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460052"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png""}",,
SHFS440067,,o-century-men-s-signature-black-shirt-full-sleeves-lined-texture,O’Century Men’s Signature Black Shirt – Full Sleeves - Lined Texture,"O’Century’s Signature Black Shirt—a refined essential crafted for the modern gentleman. Cut from pure cotton, its subtle lined texture lends a tactile richness to the deep black hue, while crisp white buttons and a tailored silhouette add understated contrast. Designed for versatility, this full sleeve shirt seamlessly bridges formal precision and everyday sophistication.",44 cm  / XXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 44 cm  / XXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS440067"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png""}",,
SHFS420074,,premium-men-s-textured-black-cotton-shirt-classic-full-sleeves,Premium Men’s Textured Black Cotton Shirt – Classic Full Sleeves,"Tailored in a classic fit and crafted from 100% premium cotton, this full sleeve essential features a subtle lined texture that adds quiet sophistication. Finished with a sharp collar, clean white buttons, and a crisp silhouette, this shirt transitions seamlessly from office hours to evening outings. Understated, refined, and endlessly versatile.",42 cm / XL  - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 42 cm / XL  - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS420074"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png""}",,
SHFS400063,,men-s-solid-black-full-sleeve-cotton-shirt-with-lined-texture-o-century,Men’s Solid Black Full Sleeve Cotton Shirt with Lined Texture – O’Century,,40 cm / L - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 40 cm / L - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS400063"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png""}",,
SHFS390076,,o-century-men-s-black-cotton-full-sleeve-shirt,O’Century Men’s Black Cotton Full Sleeve Shirt,"Crafted from 100% cotton, the shirt features a lined texture subtly woven into its solid black base. It offers a clean, versatile look suited for both casual and formal settings. The shirt is neatly folded, emphasizing its crisp structure and high-quality fabric.
Pattern: Lined (subtle vertical weave texture)",39 cm / M - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 39 cm / M - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS390076"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751102766/product/brandnew39-46fullshirt.png""}",,
SHHS400056,,men-s-half-sleeve-cotton-shirt-leaf-print-in-earth-tones-casual-summer-wear,Men’s Half Sleeve Cotton Shirt – Leaf Print in Earth Tones - Casual Summer Wear,"Embrace effortless summer style with this men’s half sleeve cotton shirt, featuring a detailed leaf print in warm earth tones—shades of brown, beige, and black layered on a crisp white backdrop. This printed shirt brings natural charm and all-day comfort. Its relaxed fit and clean silhouette make it a versatile staple for weekend outings, holidays, or smart-casual workdays.",40 cm / L - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 40 cm / L - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS400056"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png""}",,
SHHS420062,,leafscape-men-s-half-sleeve-shirt-in-earthy-print-cotton-comfort-nature-inspired,"Leafscape Men’s Half Sleeve Shirt in Earthy Print – Cotton Comfort, Nature-Inspired","Crafted from feather-light cotton, it features an all-over foliage print in warm shades of brown, beige, and black on a crisp white base—an effortlessly organic palette. The relaxed silhouette and breathable fabric offer all-day comfort, while the intricate leaf pattern evokes rustic charm with contemporary edge. Ideal for outdoor brunches, laid-back office days, or a getaway wardrobe refresh.",42 cm / XL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 42 cm / XL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS420062"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png""}",,
SHHS440038,,leafscape-earth-toned-men-s-half-sleeve-shirt-in-printed-cotton,Leafscape Earth-Toned Men's Half Sleeve Shirt in Printed Cotton,"This Leafscape half sleeve shirt, crafted in airy cotton and adorned with an expressive all-over foliage print. A sophisticated palette of brown, beige, and black dances over a crisp white canvas, capturing a tranquil, earthy aesthetic. Designed for comfort and weekend versatility, its relaxed silhouette and breathable weave make it ideal for balmy days, brunches, or breezy getaways. Pair it with linen trousers or denim for effortless style that’s grounded in detail.",44 cm / XXL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 44 cm / XXL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS440038"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png""}",,
SHHS460035,,o-century-men-s-half-sleeve-cotton-shirt-earth-toned-leaf-print,O’Century Men’s Half Sleeve Cotton Shirt – Earth-Toned Leaf Print,"The shirt showcases an intricate leaf and foliage print in earthy tones of brown, black, and beige over a crisp white base. Its breathable fabric and modern cut make it ideal for warm-weather styling, while the detailed print adds visual texture and casual sophistication. A perfect match for both denim and chinos, whether you're headed to a brunch or a breezy evening out.",46 cm / XXXL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 46 cm / XXXL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS460035"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751101397/product/june%283%2940-44.png""}",,
SHHS460034,,-deep-indigo-blue-geometric-weave-by-o-century-men-s-half-sleeve-cotton-shirt-, Deep Indigo Blue Geometric Weave by O’Century Men’s Half Sleeve Cotton Shirt ,"Crafted from 100% premium breathable cotton, this shirt features a sophisticated geometric weave that adds a distinctive textured appeal—offering subtle elegance beyond ordinary prints or plain fabrics.",46 cm / XXXL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 46 cm / XXXL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751100449/product/june%282%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS460034"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751100449/product/june%282%2940-44.png""}",,
SHHS420061,,-indigo-geometric-weave-men-s-half-sleeve-cotton-shirt-, Indigo Geometric Weave - Men’s Half Sleeve Cotton Shirt ,"It's surface features a subtle geometric weave pattern, offering a refined texture that stands apart from prints or plains, perfect for relaxed office wear or weekend outings.",42 cm / XL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 42 cm / XL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751100449/product/june%282%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS420061"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751100449/product/june%282%2940-44.png""}",,
SHHS400055,,-deep-indigo-blue-with-geometric-weave-o-century-men-s-half-sleeve-cotton-shirt-, Deep Indigo Blue with Geometric Weave - O’Century Men’s Half Sleeve Cotton Shirt ,"This men’s shirt features a refined geometric weave that adds subtle texture and visual interest—offering a sophisticated alternative to basic prints or solids, tailored silhouette, the ideal choice for smart-casual dressing. Whether for relaxed office days or weekend outings, this versatile cotton shirt delivers effortless elegance and all-day comfort.",40 cm / L - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 40 cm / L - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751100449/product/june%282%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS400055"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751100449/product/june%282%2940-44.png""}",,
SHHS460033,,men-s-half-sleeve-cotton-shirt-blue-leaf-print-on-textured-slate-grey-black,Men's Half Sleeve Cotton Shirt – Blue Leaf Print on Textured Slate Grey & Black,"This thoughtfully designed garment features a distinguished blue botanical leaf print set against a subtly textured slate grey backdrop with soft black undertones, creating a sophisticated interplay of tone and pattern. Perfectly suited for casual daytime wear or leisurely weekend occasions, each shirt is carefully folded to reflect the brand’s dedication to quality presentation and timeless design.",46 cm / XXXL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 46 cm / XXXL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751099381/product/june%281%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS460033"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751099381/product/june%281%2940-44.png""}",,
SHHS440036,,men-s-half-sleeve-cotton-shirt-blue-leaf-print-on-textured-slate-grey-black,Men's Half Sleeve Cotton Shirt – Blue Leaf Print on Textured Slate Grey & Black,"Tailored from 100% pure cotton for unmatched breathability and comfort. Featuring a striking blue leaf print set against a subtly textured slate grey base with soft black undertones, this shirt brings together contemporary style and relaxed elegance.",44 cm / XXL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 44 cm / XXL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751099381/product/june%281%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS440036"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751099381/product/june%281%2940-44.png""}",,
SHHS420060,,men-s-cotton-shirt-blue-leaf-printed-half-sleeve-shirt-on-slate-grey-base,Men's Cotton Shirt – Blue Leaf Printed Half Sleeve Shirt on Slate Grey Base,"Made from 100% breathable cotton – perfect for Indian summers. The shirt features a bold blue botanical leaf print over a textured slate grey and black base, offering a unique blend of comfort and modern style. With a crisp collar and relaxed fit, it’s ideal for daily wear, office casuals, or weekend outings.",42 cm / XL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 42 cm / XL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1751099381/product/june%281%2940-44.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS420060"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1751099381/product/june%281%2940-44.png""}",,
SHFS420073,,men-s-blue-white-vertical-striped-cotton-shirt,Men's Blue & White Vertical Striped Cotton Shirt,"Rendered in a crisp vertical stripe pattern of sky blue and white. The clean stripes are precisely spaced across a smooth, breathable 100% cotton base, offering a sharp silhouette with a soft hand feel.",42 cm / XL  - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 42 cm / XL  - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1750919777/product/JAM%284%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS420073"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1750919777/product/JAM%284%29.png""}",,
SHFS420072,,light-grey-beige-checkered-cotton-shirt-for-men-full-sleeves-soft-weave,"Light Grey & Beige Checkered Cotton Shirt for Men – Full Sleeves, Soft Weave","The crisp interlocking checks form a balanced grid over soft, breathable cotton, offering all-day comfort with understated elegance, this piece transitions seamlessly from boardroom to brunch. Subtle texturing adds visual depth while maintaining a smooth hand feel.",42 cm / XL  - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 42 cm / XL  - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1750919178/product/JAM%282%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS420072"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1750919178/product/JAM%282%29.png""}",,
SHFS420071,,men-s-black-printed-cotton-shirt-full-sleeve-geometric-edition,Men's Black Printed Cotton Shirt – Full Sleeve Geometric Edition,"Refined yet striking, this O'Century men's full sleeve shirt features a bold black base layered with intricate geometric prints in white, light blue, and earthy brown. Crafted from breathable 100% cotton, the printed pattern, composed of repeated starburst and circular motifs, adds a sense of texture and visual depth while maintaining a polished look. Ideal for both festive evenings and polished casual wear.",42 cm / XL  - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 42 cm / XL  - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1750926195/product/K%2872%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS420071"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1750926195/product/K%2872%29.png""}",,
SHFS440064,,men-s-signature-cotton-shirt-with-fine-grey-micro-checks,Men’s Signature Cotton Shirt with Fine Grey Micro Checks,"This features a pristine white foundation etched with ultra-fine grey micro checks—a subtle nod to classic menswear refinement. The precision of the check pattern adds quiet texture, while the spread collar, structured cuffs, and clean silhouette elevate it into a wardrobe essential for both work and refined leisure.",44 cm  / XXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 44 cm  / XXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1750925062/product/L%2864%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS440064"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1750925062/product/L%2864%29.png""}",,
SHHS460032,,o-century-men-s-half-sleeve-cotton-shirt-white-with-soft-blue-beige-vertical-stripes,O'Century Men's Half Sleeve Cotton Shirt – White with Soft Blue & Beige Vertical Stripes,"This shirt features a crisp white canvas with elegant vertical stripes in soft blue and beige, blending modern style with timeless appeal. Perfectly versatile, it effortlessly suits casual daywear and relaxed evenings. Thoughtfully crafted with premium stitching and subtle inner branding, it exudes refined sophistication. Every detail speaks to understated luxury.",46 cm / XXXL - Half Sleeve Shirt,"Home, Men's Cotton Shirt , Half Sleeve Shirt, 46 cm / XXXL - Half Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1750860726/product/robi%2850%29.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHHS460032"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1750860726/product/robi%2850%29.png""}",,
